step_id,timestamp,voltage,current,res_1,res_2,res_3,res_4,flow_mfc1,flow_mfc2,flow_mfc3,flow_mfc4,relais1,relais2,relais3,relais4
prolog,05/08/2023 - 10:21:17,5.0,4.0,380,301,574,319,4.16,5.67,3.98,5.32,0,0,0,0
prolog,05/08/2023 - 10:21:18,1.0,5.0,365,311,508,365,5.93,4.38,5.13,3.94,1,0,1,0
prolog,05/08/2023 - 10:21:19,4.0,6.0,321,509,379,473,5.73,3.61,4.76,3.97,1,1,0,1
prolog,05/08/2023 - 10:21:20,1.0,4.0,347,540,586,336,3.51,5.15,5.72,4.66,0,1,0,0
heatingup,05/08/2023 - 10:21:22,2.0,5.0,575,433,559,304,3.27,3.89,5.03,4.16,0,0,0,0
heatingup,05/08/2023 - 10:21:23,1.0,4.0,336,576,301,345,5.04,3.83,3.43,5.5,1,1,1,1
heatingup,05/08/2023 - 10:21:24,4.0,6.0,496,600,523,579,4.86,5.36,5.47,3.86,0,0,0,0
measuring,05/08/2023 - 10:21:25,2.0,6.0,544,373,532,371,3.46,4.39,4.78,3.16,1,1,0,0
measuring,05/08/2023 - 10:21:26,5.0,4.0,468,396,468,504,3.35,3.16,4.06,4.83,0,1,0,0
measuring,05/08/2023 - 10:21:27,4.0,5.0,349,549,557,536,3.36,3.86,4.5,3.46,0,0,0,1
measuring,05/08/2023 - 10:21:28,1.0,5.0,349,552,315,512,4.32,5.95,5.87,5.69,0,0,1,1
measuring,05/08/2023 - 10:21:29,2.0,4.0,387,308,351,384,4.16,5.24,5.35,4.56,0,0,1,1
cooldown,05/08/2023 - 10:21:30,3.0,5.0,539,406,386,362,5.68,4.91,4.44,3.55,0,1,1,1
cooldown,05/08/2023 - 10:21:31,2.0,4.0,469,339,366,539,4.03,4.74,4.12,5.85,0,1,0,0
cooldown,05/08/2023 - 10:21:32,3.0,5.0,552,405,365,477,5.02,5.32,4.21,3.72,0,0,1,0
prolog,05/08/2023 - 10:22:29,5.0,4.0,447,569,329,499,4.98,3.1,4.33,4.2,0,0,0,1
prolog,05/08/2023 - 10:22:30,2.0,4.0,517,356,448,334,4.76,5.18,4.84,5.86,0,0,0,0
prolog,05/08/2023 - 10:22:31,2.0,6.0,533,336,570,377,4.74,5.85,5.82,5.85,1,0,0,1
prolog,05/08/2023 - 10:22:32,3.0,4.0,330,433,359,329,3.37,5.29,5.23,4.07,0,1,1,0
heatingup,05/08/2023 - 10:22:33,2.0,3.0,398,576,519,305,5.35,4.83,5.45,4.41,0,1,0,0
heatingup,05/08/2023 - 10:22:34,3.0,3.0,490,356,510,421,4.63,5.66,5.0,5.75,1,1,1,1
heatingup,05/08/2023 - 10:22:35,5.0,3.0,428,553,478,486,5.43,5.72,4.38,4.94,1,0,1,1
heatingup,05/08/2023 - 10:22:36,5.0,4.0,364,579,543,453,3.31,5.23,5.67,3.12,1,1,1,1
measuring,05/08/2023 - 10:22:37,2.0,4.0,373,574,385,389,4.85,4.1,5.14,3.91,0,1,0,0
measuring,05/08/2023 - 10:22:38,1.0,4.0,475,331,369,364,3.93,3.25,5.61,3.8,0,0,0,0
measuring,05/08/2023 - 10:22:39,4.0,4.0,531,358,371,306,4.99,4.7,5.79,5.58,1,0,0,0
measuring,05/08/2023 - 10:22:40,2.0,3.0,560,492,554,479,5.55,5.54,5.32,3.7,0,0,1,1
measuring,05/08/2023 - 10:22:41,3.0,6.0,592,509,559,379,5.86,5.11,3.04,3.97,0,0,0,0
cooldown,05/08/2023 - 10:22:42,1.0,3.0,377,333,450,362,4.48,4.52,4.37,4.58,0,0,1,1
cooldown,05/08/2023 - 10:22:43,4.0,6.0,371,473,525,321,5.0,4.98,3.99,5.54,1,0,0,1
cooldown,05/08/2023 - 10:22:44,4.0,4.0,364,570,587,519,3.19,5.87,6.0,3.62,0,1,1,0
cooldown,05/08/2023 - 10:22:46,2.0,6.0,467,344,496,583,4.72,3.82,4.48,4.08,1,0,0,0
cooldown,05/08/2023 - 10:22:47,3.0,6.0,437,456,393,353,5.66,4.09,3.05,3.96,0,1,1,0
cooldown,05/08/2023 - 10:22:48,3.0,3.0,581,458,476,407,3.81,4.49,5.95,4.25,0,1,0,1
